content,label,16000
당신은 신인가,0,
열어주면 3000쿼츠보다 더 손해를 본다ㅋㅋ,0,
그림체 보면볼수록 개꼴려,0,
아ㅋㅋ 들어가고 싶으면 3000쿼츠 내라고ㅋㅋ,0,
코핀컴퍼니탕비실라면도둑유미나,0,
픽시브 없나요,0,
신,0,
이거보고 기숙사 다열었다,0,
정말 위대합니다! 선생님!,0,
픽시브 빨리!!!,0,
사랑해 네가 최고야,0,
ㅋㅋㅋㅋㅋㅋㅋㅋ흔한 자매네 ㅋㅋㅋ,0,
언니 미워!,0,
언니를 죽이겠다고 다짐,0,
나앤은 언니가 밉다,0,
언니따윈..,0,
세상도 혈육도 전부 밉따,0,
욕박으려다가 급커브함,0,
간암은 ㅅㅂ;;;,0,
빠른 쾌유를 빈다 게이야,0,
ㅅㅂ 욕할려다 유턴했다,0,
힘내라 요즘 의학 좋은데 잘 나을 거임,0,
간암은 ㅅㅂ..........쾌차해라,0,
욕하려다가 바로 입 닫았습니다...힘내십쇼,0,
힘내라..,0,
거기서 급발진을..,0,
간암은 시발... 괜찮냐?,1,
건강 안좋겠네 생각은 했는데... 더 심하네...,0,
아... 힘내십쇼...,0,
꼭 살아남아서 셀리스티아까지 가자,0,
제목보고 오니까 숙연해지네,0,
힘내라 시발....,0,
그 마르팡증후군 이런 건가 보네 ㅜㅜ 힘내라,0,
키 150대 건강함vs 현재 고르면 뭐고름?,0,
그 질문 자체가 탈룰라 급인거 같은 느낌인데,0,
이새낀 암환자한테 물어 볼 소리가 따로 있지,0,
이렇게보니 하나도 부럽지않은 키네... 그냥 불쌍,0,
게이아 힘내라,0,
힘내라 게이야...,0,
거인병은 답 없는데 힘내라...,0,
내가 해줄 수 잇는게 추천바꼐업다,0,
아 ㅅㅂ...쾌유빈다...,0,
"비틱질 참교육 하려다가 갑자기 불쌍해지네, 살아있는동안 여자랑 야스 최대한 많이 하길 빈다.",0,
197에 거인병 판정이면 존나 억울하겠네 시발...,0,
아..,0,
이래도 징병당하겠지?,0,
암 안되지않나?,0,
암이라 공익일걸,0,
아프지마...,0,
힘내라 건강잘챙기고 힘내길 바란다,0,
키 큰 사람 고혈압은 아는데 당뇨도 오냐??? 최홍만 마냥 호르몬 장애로 암세포까지 키우면 간암이야 이해하는데,0,
ㄴㄴ 키크면 혈액을 머리까지 전달하기 힘들어서 오히려 저혈압옴 이친구 당뇨는 고혈압때문이 아니라 그냥 지병이야...ㅠㅠ,0,
이거먹고 힘내 ㅜ,0,
빨리 나아라..,0,
저건 저거대로 곤혹이네...,0,
기만충인줄 알고 쌍욕박을라 했는데....힘내라...,0,
넘 야해,0,
미쳤다 너무 꼴린다,0,
와 진짜 한번더본다,0,
기집이 너무이쁘게그렸는데 이걸로 일러교체해조,0,
폰트 가독성이 좀 안좋은듯.. 만화는 개껄림,0,
머신갑 정도면 탐낼만 하지,0,
관남충이 아니라 머신갑에 발정ㅋㅋㅋ,0,
그림체가 이쁜데,0,
이게 메카박이들이 이볼브원이나 건쉽 타이탄 같은거 보고 느끼는 감정이냐?????????????????????? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,
아 기순이 딱좋다,0,
기순이가 뭘좀 아네,0,
헤으응 개추개추개개추,0,
계집이 개꼴려,0,
캐릭터 해석 완벽 그자체 ㄷㄷ,0,
아니 근데 모기는 못봐주지.. 시발,0,
수집가면 이벤트 보스 잖아 아군으로 들어옴??,0,
메카닉한테 꼴리는게 정상이지,0,
더줘 더줘 더줘,0,
와 스토리전개 그림체 재미 삼위일체 카사해주셔서 ㄹㅇ 감사함니다...,0,
기순이 웨 꼴림?,0,
씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련씨발련,2,
대박,0,
개고수노;;,0,
리노 추,0,
꼴잘알추,0,
이거다 이거야,0,
/격려,0,
19금탭 ㅇㄷ?,0,
야해...,0,
아니면 y에서 직접눌러,0,
사정했다,0,
야짤이 훅들어오네,0,
오 시발,1,
이 짤 개오랜만이네 ㅋㅋ,0,
니가 알고있는 그건 힘내세요 하는거고 이건 진짜 얘가 한거 같은데...,0,
아니 시발 너무 훅 들어오는데 ㅋㅋㅋㅋㅋㅋ,1,
와 씹 미쳤네..,0,
어우 야해,0,
뭐지? 따먹어달라는 글인가?,0,
아니 ㅅㅂ 훅들어오노 ㅅㅂㅋㅋㅋ,0,
야짤 돌아버렸네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,
야짤 미치겠네 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,
아 오늘은 이거다,0,
파이팅 치면 격려 나가용,0,
약간 발기함,1,
아 Thunder!!!,0,
삭야,0,
삭야관성 삭야 삭 삭 삭 ㅅㅏㄱ,0,
ㄹㅇ 다른애들 은근슬쩍 너프먹이면서까지 전면에 내세운건 시발ㅋㅋ,1,
막줄은 누가봐도 누군지 알겠노,0,
아 왜 노란달이 pv는 없지만 예쁜 눈나가 코스프레하고 피겨스케이팅해줬다고ㅋㅋㅋㅋㅋ,0,
듣고보니 죄다 돈미짱잘못이긴 하네ㅋㅋㅋㅋ,0,
"걍 접대보스는 다 있었는데 종결 아닌 노란달 성능, 안나 구조 이거 2개가 제일 최악임. 안나는 노란달아니면 점수 떨어지는 수준이 아니라 반토막수준이고 노란달 종결 아닌거 성능도 반토막이고",0,
게임 캐릭턴데 왜 스토리가 게임에서 안 보이냐고 아 ㅋㅋ,0,
"근데 백화흑연은 최근에 나온 거라 노란달로 민심 바닥 찍은 거에서 더 내려간 거고, 접대 자체는 흑제레가 빈도 수 훨씬 더 많았음 접대 자체보다 안나가 샄다 초월 나오기 전엔 노란달 없이는 홍련 이상에서 깨는 것조차 힘들어서 욕 먹은 거고 요건 수정 좀",0,
그런대 훅제레 접대는 부릉냐 정도로도 넘길수 있어서 난 별로 안 ㅈ같았음,0,
흑제레는 부릉냐로도 따라갈순있어서 별로 상관없었음 그런데 안나가 처음등장했을때 키붕이들 대가리부수고 유저수 타노스시킨것도 모자라서 남아있던애들도 단체로 우울증걸려서 맨날 류웨이욕하고 듀재앙욕하는게 무한반복,0,
물딜 수자리도 나오려다가 말았자너 ㅋㅋㅋ 리비히였던가? 증폭그메성흔.  분기/차지 한방에 몹전체 16초던가 18초던가 물리받뎀 걸어버리는 미친성흔,0,
기레사 응디만 믿고 듀란달 걸렀다 이거야,0,
(대충 킹그------콘),0,
안나가 겜 너무 씹창냄,0,
지금은 잊혀진 점도 있는 영야도 스란달의 노골적인 접대에 포함 될듯,0,
천명 최강의 욕받이,0,
접대가  듀란달 시리즈가 있어야 점수가 잘 나와요 가 아니라 듀란달 시리즈가 없으면 점수 이전에 잡는게 X같을 것이다 여서 빡쳤음,0,
이거지 ㅋㅋ 염쿠똥꼬쑈 ㅋㅋ,0,
안나 첨에는 마비도 걸렸고 그담엔 레인저 십자가로 실드 깨져서 노란달말고 딴걸로도 대체가 됐었음 그거 바로 대체불가능으로 바꾸고 노란달안쓰면 안되게 만든게 젤 큼,0,
10대였어 ???????,0,
키아나랑 동갑일걸,0,
ㄹㅇ 비쥬얼 노벨 스토리 좋다 그러면서 비쥬얼노벨로 설정딸 치는거 한섭은 전부 패싱이잖음ㅋㅋㅋㅋㅋ,0,
으아ㅏ아ㅏㅏㅏ 킹그!,0,
빨리 리타 개꼴리는 거 출시하라고 ㅋㅋㅋ,0,
사실 다른애들은 인게임+단편애니로 서사 쌓은 걸 듀란달은 비쥬얼노블만 2편 쌓은 거였는데 한섭은 그걸 패싱당하니까 서사가 빈약하고 캐릭터 애정이 모자람ㅋㅋㅋㅋㅋㅋㅋㅋ비쥬얼노블 보려면 여기서 번역된 거 일일히 찾아봐야하는데 그냥 애니 3분 감상하고 인게임에서 보는 거랑 접근성 차이가 너무 다르자너...,0,
그리고 월백 상향과 접대는 이해하는데 기레사를 죽여버리는 건 선 넘음. 기레사도 쓰고 월백도 쓰고 그래야하는데 기껏 기레사 증폭받고 태고작으로 씃 만들었는데 편직자 씹새랑 역경직 조작감등으로 기껏 씃 증폭 기레사를 쓸일이 없게 됨...ㅇ ㅐ ㅁ ㅣ,0,
솔직히 별 생각 없었는데 애미 뒤진 흑연백화 내고 계속 헬러로 로테 돌리는 거랑 흑연백화 초월내고 담버전에 또 헬러 초월 낸다는 지랄 때문에 ㅈ같아짐,0,
스란달 나오고 개좆같은 12시 상성탱크가 나옴 좆같은년,1,
원래는 접대캐릭아니어도 3만이상은 낼수있었는데 안나 이 씨발년은 노란달아니면 걍 잡는거 자체도 좆같음 ㅋㅋ,1,
안나때문에 존나 학을뗌 씨발년,1,
이런 상황에서 오리지널 키등어 아니냐는 떡밥이 진짜가 되면 어떤 반응 나올지 궁금하네.,0,
내가 듀란달 나올시기에 복귀해서 앵커 나왔을때 접었는데 지금 생각해보면 당연한 수순인것 같다;;,0,
ㄹㅇ 정리 잘했네 ㅋㅋ,0,
"노란달도 접대 하다하다 부족해서 a제레, 스메코 역경직 존나커졌잖아ㅋㅋㅋ 그래서 심연자리 빼앗기고",0,
붕린이라 모르겠는데 막줄 누구임?,0,
돈미짱입니다 콘,0,
안나가 ㄹㅇ이었음,0,
그냥 결국 억지네 ㅋㅋ 얼굴 제레로 바꿨으면 태생이 가져온 접대 양자속성 이여도 대가리 깨지게 빨듯한,0,
제레도 출시 초에는 욕 뒤지게 먹었음,0,
아니 ㅋㅋ듀란달은 얼굴이 개연성 이라고 ㅋㅋ,0,
나락에서 초기 접대는 애매한게 집사는 독립 받뎀증 40퍼때문에 테갈 딜도 존나 쎄져서 듀란달이랑 큰 차이가 없어서 저 때 까지도 뽑기에는 굳이? 였음. 딱히 집사에 비해 편한거도 아니고 좆장에서는 여전히 못써먹고 종결 필수라 아직도 월백 없는 사람이 많은 것,1,
안나만 안나왔어도 듀란달 이렇게 비호감이 아니었는데 안나가 나오면서 민심이 나락을 가버림,0,
앙카 나온뒤로 개노쩀되서 결국 접었지,0,
걍 노란달 때문이다 이년만 없었어도 욕 이렇게 먹진않음 ㅋㅋㅋ 월백은 전용성흔 범용성이라도 있지 ㅋㅋ,0,
노란달은 지금봐도 용서가 안되네ㅅㅂ,0,
노재앙 안나등장때 유저수 타노스이상당하고 남아있던 키붕이들도 단체로 우울증걸려서 맨날 죽는소리만하는 틀떡밥도 안돌던 붕챈시절,0,
"외전 모르는 입장에서 듀좆 최대 업적이라곤 갤주 납치인데 접대는 오지게 받으니까 욕먹지, 쩨례는 단속당한 브로냐 구했다고",1,
당뇨환자용?,0,
사드세요 제발 하려다가 막줄보고 납득했다. 아이스크림은 제로콜라처럼 대체감미료로는 어떻게 못하나?,0,
대체감미료 넣은 아이스크림 시중에 많이 나왔긴한데 가격이 좀 애미없음,0,
직접 해 먹는 것 보다는 쌈,0,
와드,0,
얼음알갱이있는거보니까 와 인가 그거 아이스크림 느낌나겠다,0,
저렇게 해먹는게 더 비싸지 않냐? 맛은 더 좋나?,0,
보니까 설탕못먹는다고 해먹는거인듯?,0,
생크림 가격으로 투게더가격넘음 5천원정도 하거든,0,
두번 믹서기 갈꺼면 그냥 사먹고말지 ㅇㅇ,0,
게이야.. 설탕 못먹는다고 써있잖아,0,
글좀 읽자,0,
믹서 한 다음 통에 담아서 얼리지 말고 걍 믹서플라스틱 케이스 째로 얼린다음 걍 꺼내서 조금 녹인다음 다시 믹서기 돌리면 대지 않음?,0,
유리재질이면 깨질수있음,0,
공기층이 중요하다더니 진짜인가보네,0,
이거 생크림이 존나비싸서 별로아닌가 했는데 설탕을 못먹는구나ㅜㅜ,0,
저 스테비아 개쓰레기던데 뒤에 성분표 봐봐라 스테비아 3%던가 5% 그정도만 들어갔고 나머지 95~97%는 에리스리톨임 진짜 스테비아 100%는 100g에 2만원 가까이 됨,0,
창렬같겠지만 스테비아 함량이 그꼴인건 뉴슈가 사카린 쪼금에 포도당으로 증량하는거랑 똑같은 이유야. 집에서 음식하는데 젓가락끝으로 2미리 찍는지 2.5미리 찍는지에따라 음식맛 개조져버리면 감당못해.,0,
잘 몰라서 그러는데 생크림 설탕 안들어가있는거 있음?,0,
무과당 생크림 있을걸,0,
설탕은 대체가능한잴가있는데 생크림은 대체불가능,0,
저거 아라비아검인가? 그걸 넣어야지 될걸? 오래전에 배워서 기억이 안나네,0,
으적으적 얼음씹힘+차진 질감때문에 점도 증가 겸 안정제로 넣는건데 풍미나 질감에 좀 차이가 있어서 그렇지 물 부으면 겔 되는 성분은 다 된다. 젤라틴 넣는 레시피도 있음,0,
허쉬스 코코아 한 숟가락 가득 퍼먹고 삼키면 10만원,0,
한 번쯤 재미삼아 해먹을만한듯,0,
응 난 설탕 먹을수 있어~,0,
돈이 좀 많으면 냉장고마냥 알아서 냉각되는 가정용 아이스크림 기계도 있더라...,0,
설탕없으면 저거 대체 무슨맛이냐???,0,
대체당 넣엇자나,0,
단 맛은 안날것 같고 식감이랑 향기는 진짜 아이스크림이랑 비슷할거 같아,0,
믹서기'만 가지고 래놓고 필요한거 개많네,0,
그럼 넌 믹서기 먹을라고?,0,
오랜지주스같은걸로 만드는걸 생각했지.,0,
여기 클릭하고 들어온사람은 사먹는거보다 저렴하게 믹서기로 아이스크림 만들수 있나해서 들어온 사람도 많을걸? 나도 그래서 들어와 본거고,0,
설탕이 몸에 안받는 체질도 있는거여?,0,
당뇨거나 대사 장애 있겠지...,0,
유지방 100%가 아니라 유크림 100%잖아 유지방은 30% 중반일거다 스테비아는 0칼로리도 아닌주제에 맛도 인공감미료급이라 설탕과 인공감미료의 단점만 모아놓은 최악임,0,
ㅋㅋ 설탕을 못먹긴 씨발 다이어트중이라 안먹는건데 ㅋㅋ 디씨 고대로 베껴쳐왓으면 출처라도 제대로 남겨 양심업는새,1,
다이어트라 설탕은 먹기싫고 지방은 실컷먹고싶고 ㅋㅋ,0,
마시께따,0,
ㅊㅊ 나중에 만들어먹음,0,
어머니가 당뇨신데 해드려야겠네,0,
무가당 바닐라 에센스를 넣으시오,0,
빛간이었노 ㅠㅠ,0,
너 진짜 족고수다,0,
흑흑 땃쥐야,0,
굵고 강렬했다 개추,0,
빛-간,0,
빛간...,0,
스토리 추 그림 추 개추,0,
빛간... 빛간이시여,0,
빛간추,0,
빛가뉴ㅠ,0,
오오 빛간,0,
땃쥐애껴,0,
갑자기 명작이 이렇게 훅 들어오시면...,0,
굿,0,
"빛간만화 오래간만이다 넘나 좆간만 나오는게 많았어 ""사람""이라고 표현하는거 꽤 인상적이다",0,
철남충이 그 당시에 있었으면 저랬겠네,0,
이러고 이제 담금주 만드는거임?,0,
역시 대머리는 걸러야,0,
빨리 다음편,0,
트루빛간...ㅠㅠ,0,
갑자기 우주명작이 이렇게 훅 들어오시면....,0,
와 왤케 수작임!,0,
크.....,0,
빛간은 존재하며 그는 광산에 다녀갔다,0,
뭐야 더 가져와!!,0,
대충 희망을 가진 아이가 얼마나 아름답냐는 댓글,0,
? 어이. 그 말을 하는걸 보니 보고온거겠지?,0,
그 전설의 빠구먹은 콘티...,0,
저 새끼는 어떤 통수를 칠까 했는데 빛간이었네...,0,
2편 나옴?,0,
왜케 스윗함?,0,
빛간 ㅜㅜ,0,
멸망전 시대의 마지막 양심,0,
빛간은 개추야,0,
금란이 이뻐욧,0,
재밌게 봤다. 저렇게 탄광사고 볼때마다 파독광부 생각도 나네. 사고로도 죽기도 하고 일이 힘들어서 자살도 하고 그랬다던데...,0,
왜 빛간임,0,
페도였누,0,
빛간니뮤ㅠㅠ,0,
빛간이었잖아??,0,
빛,0,
다음 스토리 어디????????????????????????????????????????????????,0,
스윗빛간,0,
"""지금까지 힘들었지? 나랑같이 재밌는 테마파크로 가자""",0,
라오 세계관의 좆간들 생각나서 조마조마하면서 보고있었는데 빛간이였구나... 해피엔딩 너무죠아,1,
그저 빛간 ㅠ,0,
빛간 만세,0,
으읏 눈부셔,0,
빛은 힘을 만든다추,0,
이건 정말 귀한 빛간만화...,0,
이게 빛간이지,0,
결국 저 빛간도 철충한테 죽는거지? ㅠㅠ,0,
헤으응 나도 이사님한태 매도당하고싶어어 헤으응,0,
동서남북으로 울부짖었다 다음화 급함,0,
공매도 멈춰!!!!!,0,
ㅠㅜ,0,
빛 ㅋㅋㅋ,0,
그래 모든 인간이 좆간은 아니었을테니 ㅠㅠ,1,
저런 사람이 넘쳤다면..,0,
진짜 너무좋다..,0,
와캬퍄,0,
이씨발,1,
넌 지금 니 아르카나를쓰레기로만든거라고 차라리 전설 333이 더 쎌거다,0,
아무리 길가던 모르는놈이라지만 챈에 계획서올리면 적당히 싸게맞출수있게해준다니까 왜 니알아서 니 페온을 쓰레기통에 집어넣어?,0,
한개사는것도 아니고 특이 700인데 인내가 1000???,0,
이러면 각인 맞춘 의미가 없는거 아님? 파티 짤릴텐데?,0,
내가 뭣도 모르는 뉴비 때 진짜 이거랑 비슷하게 빡숙으로 각인 333 맞췄는데 ㄹㅇ 파티 다 짤리고 누가 뭐라 하더라 빡숙이라 바꾸고 오라고,0,
빡숙팟ㅋㅋㅋㅋ,0,
이럼강해지지안자나,0,
강퇴 500배,0,
돈못범,0,
ㅆㅂ 알카 인식 씹창내지 말라고,1,
그냥 다시 맞춰라 치명은 왤케 애미 디짐,1,
이러면 각인맞춘 의미 1도 없는데 페온만 날린거임그냥 왜그랫어 도대체...ㅠㅠ,0,
진지하게 3331보다 못한거같은데,0,
이렇게 군단장 들고가면 욕먹을확률 99프로임 심하면 가디언토벌도 뭐라하는애도있을걸,0,
아니 페온이 너무 아까운데 도대체 왜..,0,
이게..,0,
아니시발 인내천은 동학운동이고요,0,
골드페온 이따구로쓸거면 나나보내주지그랬냐,0,
야진짜 진지하게 이따구로 어디갈생각 절대하지마셈 전설악세로가는게 더 가능성높다,0,
특성에 마우스만 갖다대봐도 후회할건데..,0,
왜 그랬어...,0,
미래가 아니라 지금 후회해야 돼 미친놈아,0,
이러면 결국 아무것도 못 할텐데,0,
견적 도와줄수있는떼 물어보지,0,
왜 인간은 꼭 하지말라는 짓을 하고 후회할까,0,
파티에 안끼워줄텐데 레이드돌려고 각인맞추는거아님? 페온값만 얼마를 날린거야,0,
이건... 미래에 할만한 수준의 후회가 아니야...,0,
페온 100개 사는데 1만골드는 들어가는데 무슨 짓 한 거야...?,0,
너 그런 특성으로는 욕 오지게 먹고 강퇴당하거나 아예 받아주질 않가나 둘 중 하나야... 돈을 못번다구,0,
돈을 땅에 버려뿟노,0,
돈을 공중에 뿌려도 이보단 잘 썼다고 칭찬받겠다,0,
혹시 개부자임?,0,
미래가 아니라 지금부터였구요;;;,0,
제인숙하나라도 있으면 파티장들이 안받아....,0,
아니..,0,
아 이건 좀...,0,
인내천은 ㅋㅋ,0,
걍2만원 쓰고 골드로 바꿔먹은 다음에 세팅하지 대체 왜?,0,
15퍼 강해지려고 60퍼약해졌노....,0,
싼거에는 싼 이유가 있는건데ㅋㅋ,0,
나중에 후회하는게 아니라 지금 후회해 십련아,0,
2만골을 내다 버렷노 ㅋㅋ,0,
진짜 이제 막 시켜서 뜨끈뜨끈한 치킨 2.5마리를 안 먹고 길바닥에 내다버렸네,0,
3만5천원[email protected]를 그냥 버려버렸네,0,
이게 머선일이고,0,
념글값 비싸다,0,
주작임 아무튼 그럼,0,
각인이 딜펑핑의 요소라면 특성합은 근간 그 자체아님...? 1000뎀 딜증2%와 200딜 딜증 300% 차이같은데;,0,
지금 후회하게 생겼는데 물어보고 맞추지....,0,
골치아픈 유형의 뉴비네ㄹㅇ......,0,
에바야 전설333보다 딜 구려 ㄹㅇ 에바임 페온은 또 어쩌고...,0,
님 게임 접을거임?,0,
념글값..개비싸네,0,
진짜 이러면 너 아무컨텐츠도 못해...,0,
아니 그래도 스텟은 챙겨가야하지 않을까..???,0,
이게 머선129,0,
진지하게 331 특성 잘맞춘게..,0,
제발미친놈아!!!!악!!!!!!,0,
아무도 안받아주겠네 ㅋㅋ,0,
제인숙 오지마세요,0,
아니 진짜 왜 이런짓을,0,
페온 학살자 ㄷㄷ,0,
그 아니 아르카나는 하는놈들 정신상태가 왜캐 다 극단적인겨,0,
저받 바리면 악세값도 얼마안했을텐데 2만골로 걍3333맞추지 너무욕심부린듯;;;,0,
이게 진짜그런건지 극한의 컨셉인지 모르겠다,0,
원바타저황 33331하면 되는데 대체 왜..,0,
페온값 ㅈㄴ아깝네,0,
동렙 원3직1보다 딜 안 나옴 ㅅㄱ,0,
와 이건 아니..,0,
어허 이건좀..,0,
3333333 이어도 너는 안받음 ㅅㄱ,0,
그정도는 받을듯,0,
이새키 치피캐아님?,0,
1500으로 노말발탄와도 안받음,0,
요즘엔 념글가려고 돈까지 쓰네,0,
돌 하나 잘 깎고 악세에 저받이랑 바리케이트만 묻혀도 맞출수있는데,0,
어 내건슬이 지금 이상태인데 ㅋㅋ,0,
로알못인데 뭐임 종잇장 아르카나가 지금 탱템 두른거??,0,
스킬에 체력 방어력계수 하나도 안달렸고 서포팅도 안되고 cc가 있는것도 아닌데 탱템올린상황ㄹㅇ...,0,
심지어 저 겜에선 탱탱한 딜러도 탱템을 안감,0,
황후 아르카나 타대적용되는거 운부랑 레인뿐인거 알긴알지...?,0,
결국 먹혀버렸네,0,
왕정이 제일 행복했네,0,
결국 영국이랑은 아무 상관도 없네,0,
놀랍게도 여기도 영국이 상관있음 결국 영국 또 너야? 임,0,
"여기선 많이 생략되었지만 영국이 보호령하면서 나라 영토 뚝 떼서 파키스탄 넘겨줌. 왜냐면 당시 파키스탄, 인도는 영국령이었거든. 그러다보니 저기서 나온 파슈툰족도 둘로 갈라졌는데, 이게 스노우볼이 되어서 아프가니스탄 경제 제제해도 ㅈ까고 파키스탄에 사는 파슈툰족 통해서 물자가 들어와서 탈레반 박멸이 어려워짐.",0,
"민족도 종파도 다른 애들을 한 나라로 넣은게 영국, 파슈툰족 영토를 아프간-파키스탄으로 갈라서 탈레반이 양국 왔다갔다 거리면서 두더지게임 하게 만든 원인 제공도 영국인데쓰..",0,
또 영국이냐,0,
공산당이 성공했으면 이미 세속국가 됨,0,
공산당이 탈레반보다는 낫지,0,
공산당의 수렴점은 결국 독제정권임. 그런 공산당에 이슬람 교리를 끼얹는다면 탈레반이랑 다를바 없긴함. 내가보기엔 전 이슬람 교리랑 그걸 믿는 국민 대다수가 문제야,0,
애시당초 저꼴날수밖에 없었던게 옆동네 파키스탄이 2010년대 중반엔 탈레반에 반 쯤 먹힌  병신상태라 그래.,0,
"쟤들은 영국이 지도를 잘못 갈라놔서 북부 이슬람 세속주의 타지크인 남부 이슬람 원리주의 파슈툰인 중부 파슈툰에게 박해받는 몽골계 하자라인 기타등등 다민족 국가라서, 국가를 쪼개지 않는 한 영구 내전 확정국 수준이야. 정부군이 ㅄ같은건 구성이 파슈툰+타지크인데 파슈툰은 탈레반에 우호적이거든. 물자 장비가 들어가도 친척이 있는 탈레반으로 흘러들어가고, 다른 친척이 있는 파키스탄 파슈툰족으로 흘러들어가고 작전계획은 세우자 마자 누설되고 그런 수준임.",0,
하여간 씨발 영국이새끼들이 제일 문제라니까,1,
역시 문제의 스타팅은 영국이지 ㅋㅋ,0,
1차는 소련이고 2차는 파키스탄 개새끼들이 탈레반 지원 해 줘서 저 모양 저 꼴남,0,
주홍색연구 첫 대사가 '아프가니스탄에서 오셨나 보군요'인데 왜 하필 아프간인가 했네,0,
현대판 리메이크 드라마 셜록에서도 '아프간 전쟁 참전한 퇴역 군의관 존 왓슨' 설정이 그대로 유효한게 ㄹㅇ 코미디,0,
웃긴건 영공 열어준 파키스탄이 이 전쟁 최후의 승자라는거임 아프간 전쟁동안 미국 지원 오지게 받고 경제재제 다 피하면서 핵개발까지 함 ㅋㅋㅋ 근데 알고보니까 탈레반 뒤에서 지원하던게 파키스탄 정보부 비밀문서로 밝혀짐,0,
웃긴건 파키스탄의 지원을 받던 탈레반은 2006년이후 파키스탄정부도 공격함,0,
파키스탄도 ㄹㅇ 개씹꼴통악질개슬람국가임,1,
결론은...,0,
정보추,0,
그냥 저기 사는 알라쟁이들을 전부 다 죽여 없애버리면 평화로운 땅이 되지 않을까,0,
그게 안되니깐 저럼,0,
그러면 뉘른부르크 전범재팓소 다시열릴걸,0,
쿠데타로 왕정 갈아엎은게 내리막길 스타트였노 ㅋㅋㅋㅋ,0,
한줄요약  '요통 안걸리게 허리를 똑바로 피고 살자',0,
하루에 2000소티 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,
"모든 시작은,,,",0,
결국 부시가 이라크 쳐들어간게 패착이었던거지. 반미에 독재자인 후세인이 이슬람을 억제하고 있었다는걸 누가 알았겠노 ㅋㅋㅋㅋ 후세인들(언어유희임)은 히틀러의 바르바로사 작전에 필적하는 전략미스로 기록할거임,0,
명작이다,0,
영국 또 너냐,0,
"미국이 반정부 세력에게 무기 지원해줬고, 그게 9.11 테러로 돌아온 거냐 ㅋㅋㅋㅋ",0,
미국이 웃긴게 베트남 지원했다가 베트남이랑 싸우고 아프간 지원했다가 아프간이랑 또 싸움 ㅋㅋㅋㅋ,0,
그래도 한국 지원햿다가 한국하고는 안싸운게 다행이지,0,
"탐욕과 위선의 끝판왕, 사실 영국보다 더하지",0,
"수도를 차지하면 병신되는건 이상한 징크스가 아니라 필연임. 수도를 차지한다=중앙정부가 된다인데, 아프간의 지리적, 사회적 상황상 중앙정부의 통제력이 지방에 먹혀들 수 없음. 아프간의 대부분을 차지하는건 폐쇄적이고 고립된 산악 부족들인데, 얘들이 반항하기 시작하면 정부로써는 손쓸 방법이 없는거임. 군사력으로 응징하려고 해봤자 소련군, 미군도 결국은 실패한 일이었고.  즉, 누가 중앙정부를 차지하던 그 영향력은 친정부 부족 영역에밖에 못 미침. 그리고 반정부 세력은 자신들을 지지하는 부족들의 영역을 차지하고 내전을 계속 벌이는거임. 이 상황을 외부에서 보면 중앙정부가 자국을 통제하지 못하고 있으니 당연히 정부가 병신이고, 반정부군이 이기고 있는 걸로 보이는거. 지금까진 탈레반이 도전자 포지션이었으니 이기고 있는걸로 보였지만, 수도를 먹었으니 이젠 탈레반 애들이 병신취급 받을 차례임.",0,
"그러면 왜 탈레반같은 악질 병신들이 안 망하고 권력까지 잡을 수 있는가... 이것도 아프간이 기본적으로 부족사회라는 점에서 생각해야함. 지금 탈레반의 카불 점령으로 공포와 분노, 절망에 빠져있는 현대적인 사회에 속해있는 아프간인들은 아프간 사회 전체로 봐서는 극히 소수에 불과함. 카불같은 대도시는 어느정도 현대화, 세속화된 사회가 구축되어있지만 그 바깥, 시골과 산악지대에 사는 대부분의 아프간인들은 전근대적이다 못해 중세와도 그렇게 큰 차이는 없어보이는 부족사회에 속해있는거임.  이런 부족사회에 속한 사람들에게는 탈레반의 반문명성이나 전근대성이 그렇게 큰 충격이 아님. 왜냐하면, 원래 자신들이 살던 모습도 그와 큰 차이가 나지 않거든. 이거는 20세기 중반 이후, 반문명적 성향을 가진 극단주의가 득세하는 상황에서 거의 항상 나타나는 공통점임. 현대 문명을 누리던 사람들에게는 그 문명의 혜택을 부정하는 것이 충격과 공포로 다가오지만,어차피 못 누리던 사람들 입장에선 뭐... 부정당한다고 무서울게 없지. 우리집에 소 없는데 소도둑을 왜 무서워하겠냐?",0,
